Variables=x, N01, N02, N03, N04
    0.200000      0.250000      0.583333      0.166667      0.000000
    0.210000      0.214344      0.592781      0.192854      0.000021
    0.220000      0.182250      0.596417      0.221167      0.000167
    0.230000      0.153531      0.594677      0.251229      0.000562
    0.240000      0.128000      0.588000      0.282667      0.001333
    0.250000      0.105469      0.576823      0.315104      0.002604
    0.260000      0.085750      0.561583      0.348167      0.004500
    0.270000      0.068656      0.542719      0.381479      0.007146
    0.280000      0.054000      0.520667      0.414667      0.010667
    0.290000      0.041594      0.495865      0.447354      0.015188
    0.300000      0.031250      0.468750      0.479167      0.020833
    0.310000      0.022781      0.439760      0.509729      0.027729
    0.320000      0.016000      0.409333      0.538667      0.036000
    0.330000      0.010719      0.377906      0.565604      0.045771
    0.340000      0.006750      0.345917      0.590167      0.057167
    0.350000      0.003906      0.313802      0.611979      0.070312
    0.360000      0.002000      0.282000      0.630667      0.085333
    0.370000      0.000844      0.250948      0.645854      0.102354
    0.380000      0.000250      0.221083      0.657167      0.121500
    0.390000      0.000031      0.192844      0.664229      0.142896
    0.400000      0.000000      0.166667      0.666667      0.166667
