Variables=x, N01, N02, N03, N04
    0.200000     -0.375000      0.125000      0.250000      0.000000
    0.210000     -0.338437      0.064687      0.273125      0.000625
    0.220000     -0.303750      0.008750      0.292500      0.002500
    0.230000     -0.270937     -0.042813      0.308125      0.005625
    0.240000     -0.240000     -0.090000      0.320000      0.010000
    0.250000     -0.210938     -0.132812      0.328125      0.015625
    0.260000     -0.183750     -0.171250      0.332500      0.022500
    0.270000     -0.158438     -0.205313      0.333125      0.030625
    0.280000     -0.135000     -0.235000      0.330000      0.040000
    0.290000     -0.113437     -0.260313      0.323125      0.050625
    0.300000     -0.093750     -0.281250      0.312500      0.062500
    0.310000     -0.075938     -0.297813      0.298125      0.075625
    0.320000     -0.060000     -0.310000      0.280000      0.090000
    0.330000     -0.045938     -0.317813      0.258125      0.105625
    0.340000     -0.033750     -0.321250      0.232500      0.122500
    0.350000     -0.023438     -0.320312      0.203125      0.140625
    0.360000     -0.015000     -0.315000      0.170000      0.160000
    0.370000     -0.008438     -0.305313      0.133125      0.180625
    0.380000     -0.003750     -0.291250      0.092500      0.202500
    0.390000     -0.000938     -0.272813      0.048125      0.225625
    0.400000      0.000000     -0.250000     -0.000000      0.250000
