Variables=x, N01, N02, N03, N04
    0.600000      0.250000     -0.625000      0.375000      0.000000
    0.610000      0.237500     -0.556250      0.243750      0.075000
    0.620000      0.225000     -0.487500      0.112500      0.150000
    0.630000      0.212500     -0.418750     -0.018750      0.225000
    0.640000      0.200000     -0.350000     -0.150000      0.300000
    0.650000      0.187500     -0.281250     -0.281250      0.375000
    0.660000      0.175000     -0.212500     -0.412500      0.450000
    0.670000      0.162500     -0.143750     -0.543750      0.525000
    0.680000      0.150000     -0.075000     -0.675000      0.600000
    0.690000      0.137500     -0.006250     -0.806250      0.675000
    0.700000      0.125000      0.062500     -0.937500      0.750000
    0.710000      0.112500      0.131250     -1.068750      0.825000
    0.720000      0.100000      0.200000     -1.200000      0.900000
    0.730000      0.087500      0.268750     -1.331250      0.975000
    0.740000      0.075000      0.337500     -1.462500      1.050000
    0.750000      0.062500      0.406250     -1.593750      1.125000
    0.760000      0.050000      0.475000     -1.725000      1.200000
    0.770000      0.037500      0.543750     -1.856250      1.275000
    0.780000      0.025000      0.612500     -1.987500      1.350000
    0.790000      0.012500      0.681250     -2.118750      1.425000
    0.800000      0.000000      0.750000     -2.250000      1.500000
