Variables=x, N01, N02, N03, N04
    0.400000      0.166667      0.666667      0.166667      0.000000
    0.410000      0.142896      0.664229      0.192844      0.000031
    0.420000      0.121500      0.657167      0.221083      0.000250
    0.430000      0.102354      0.645854      0.250948      0.000844
    0.440000      0.085333      0.630667      0.282000      0.002000
    0.450000      0.070312      0.611979      0.313802      0.003906
    0.460000      0.057167      0.590167      0.345917      0.006750
    0.470000      0.045771      0.565604      0.377906      0.010719
    0.480000      0.036000      0.538667      0.409333      0.016000
    0.490000      0.027729      0.509729      0.439760      0.022781
    0.500000      0.020833      0.479167      0.468750      0.031250
    0.510000      0.015187      0.447354      0.495865      0.041594
    0.520000      0.010667      0.414667      0.520667      0.054000
    0.530000      0.007146      0.381479      0.542719      0.068656
    0.540000      0.004500      0.348167      0.561583      0.085750
    0.550000      0.002604      0.315104      0.576823      0.105469
    0.560000      0.001333      0.282667      0.588000      0.128000
    0.570000      0.000562      0.251229      0.594677      0.153531
    0.580000      0.000167      0.221167      0.596417      0.182250
    0.590000      0.000021      0.192854      0.592781      0.214344
    0.600000      0.000000      0.166667      0.583333      0.250000
