Variables=x, N01, N02, N03, N04
    0.600000      0.166667      0.583333      0.250000      0.000000
    0.610000      0.142896      0.567823      0.289156      0.000125
    0.620000      0.121500      0.546750      0.330750      0.001000
    0.630000      0.102354      0.520802      0.373469      0.003375
    0.640000      0.085333      0.490667      0.416000      0.008000
    0.650000      0.070312      0.457031      0.457031      0.015625
    0.660000      0.057167      0.420583      0.495250      0.027000
    0.670000      0.045771      0.382010      0.529344      0.042875
    0.680000      0.036000      0.342000      0.558000      0.064000
    0.690000      0.027729      0.301240      0.579906      0.091125
    0.700000      0.020833      0.260417      0.593750      0.125000
    0.710000      0.015188      0.220219      0.598219      0.166375
    0.720000      0.010667      0.181333      0.592000      0.216000
    0.730000      0.007146      0.144448      0.573781      0.274625
    0.740000      0.004500      0.110250      0.542250      0.343000
    0.750000      0.002604      0.079427      0.496094      0.421875
    0.760000      0.001333      0.052667      0.434000      0.512000
    0.770000      0.000563      0.030656      0.354656      0.614125
    0.780000      0.000167      0.014083      0.256750      0.729000
    0.790000      0.000021      0.003635      0.138969      0.857375
    0.800000      0.000000      0.000000      0.000000      1.000000
