Variables=x, N01, N02, N03, N04
    0.000000      1.500000     -2.250000      0.750000      0.000000
    0.010000      1.425000     -2.118750      0.681250      0.012500
    0.020000      1.350000     -1.987500      0.612500      0.025000
    0.030000      1.275000     -1.856250      0.543750      0.037500
    0.040000      1.200000     -1.725000      0.475000      0.050000
    0.050000      1.125000     -1.593750      0.406250      0.062500
    0.060000      1.050000     -1.462500      0.337500      0.075000
    0.070000      0.975000     -1.331250      0.268750      0.087500
    0.080000      0.900000     -1.200000      0.200000      0.100000
    0.090000      0.825000     -1.068750      0.131250      0.112500
    0.100000      0.750000     -0.937500      0.062500      0.125000
    0.110000      0.675000     -0.806250     -0.006250      0.137500
    0.120000      0.600000     -0.675000     -0.075000      0.150000
    0.130000      0.525000     -0.543750     -0.143750      0.162500
    0.140000      0.450000     -0.412500     -0.212500      0.175000
    0.150000      0.375000     -0.281250     -0.281250      0.187500
    0.160000      0.300000     -0.150000     -0.350000      0.200000
    0.170000      0.225000     -0.018750     -0.418750      0.212500
    0.180000      0.150000      0.112500     -0.487500      0.225000
    0.190000      0.075000      0.243750     -0.556250      0.237500
    0.200000      0.000000      0.375000     -0.625000      0.250000
