Variables=x, N01, N02, N03, N04
    0.400000     -0.250000     -0.000000      0.250000      0.000000
    0.410000     -0.225625     -0.048125      0.272812      0.000938
    0.420000     -0.202500     -0.092500      0.291250      0.003750
    0.430000     -0.180625     -0.133125      0.305312      0.008437
    0.440000     -0.160000     -0.170000      0.315000      0.015000
    0.450000     -0.140625     -0.203125      0.320312      0.023437
    0.460000     -0.122500     -0.232500      0.321250      0.033750
    0.470000     -0.105625     -0.258125      0.317812      0.045937
    0.480000     -0.090000     -0.280000      0.310000      0.060000
    0.490000     -0.075625     -0.298125      0.297812      0.075937
    0.500000     -0.062500     -0.312500      0.281250      0.093750
    0.510000     -0.050625     -0.323125      0.260312      0.113437
    0.520000     -0.040000     -0.330000      0.235000      0.135000
    0.530000     -0.030625     -0.333125      0.205312      0.158438
    0.540000     -0.022500     -0.332500      0.171250      0.183750
    0.550000     -0.015625     -0.328125      0.132812      0.210938
    0.560000     -0.010000     -0.320000      0.090000      0.240000
    0.570000     -0.005625     -0.308125      0.042812      0.270938
    0.580000     -0.002500     -0.292500     -0.008750      0.303750
    0.590000     -0.000625     -0.273125     -0.064687      0.338437
    0.600000      0.000000     -0.250000     -0.125000      0.375000
