Variables=x, N01, N02, N03, N04
    0.000000     -1.500000      1.500000      0.000000      0.000000
    0.010000     -1.353750      1.281562      0.071563      0.000625
    0.020000     -1.215000      1.076250      0.136250      0.002500
    0.030000     -1.083750      0.884063      0.194062      0.005625
    0.040000     -0.960000      0.705000      0.245000      0.010000
    0.050000     -0.843750      0.539063      0.289063      0.015625
    0.060000     -0.735000      0.386250      0.326250      0.022500
    0.070000     -0.633750      0.246562      0.356563      0.030625
    0.080000     -0.540000      0.120000      0.380000      0.040000
    0.090000     -0.453750      0.006563      0.396562      0.050625
    0.100000     -0.375000     -0.093750      0.406250      0.062500
    0.110000     -0.303750     -0.180937      0.409063      0.075625
    0.120000     -0.240000     -0.255000      0.405000      0.090000
    0.130000     -0.183750     -0.315937      0.394062      0.105625
    0.140000     -0.135000     -0.363750      0.376250      0.122500
    0.150000     -0.093750     -0.398437      0.351562      0.140625
    0.160000     -0.060000     -0.420000      0.320000      0.160000
    0.170000     -0.033750     -0.428438      0.281562      0.180625
    0.180000     -0.015000     -0.423750      0.236250      0.202500
    0.190000     -0.003750     -0.405938      0.184063      0.225625
    0.200000      0.000000     -0.375000      0.125000      0.250000
