Variables=s, CYa, CYb, CYc, Cassa, Cassb
0.000001000   0.219993829   1.598930967   0.559999977   0.619477014   1.081820090
0.000001322   0.219992614   1.598722048   0.559999967   0.619477014   1.081820090
0.000001748   0.219991160   1.598472338   0.559999953   0.619477014   1.081820090
0.000002310   0.219989420   1.598173886   0.559999934   0.619477014   1.081820090
0.000003054   0.219987337   1.597817200   0.559999906   0.619477014   1.081820090
0.000004037   0.219984843   1.597390951   0.559999867   0.619477014   1.081820090
0.000005337   0.219981859   1.596881616   0.559999812   0.619477014   1.081820090
0.000007055   0.219978287   1.596273063   0.559999734   0.619477014   1.081820090
0.000009326   0.219974012   1.595546060   0.559999623   0.619477014   1.081820090
0.000012328   0.219968896   1.594677679   0.559999465   0.619477014   1.081820090
0.000016298   0.219962773   1.593640617   0.559999242   0.619477014   1.081820090
0.000021544   0.219955444   1.592402374   0.559998925   0.619477014   1.081820090
0.000028480   0.219946673   1.590924305   0.559998476   0.619477014   1.081820090
0.000037649   0.219936176   1.589160501   0.559997840   0.619477014   1.081820090
0.000049770   0.219923614   1.587056499   0.559996938   0.619477014   1.081820090
0.000065793   0.219908580   1.584547782   0.559995660   0.619477014   1.081820090
0.000086975   0.219890589   1.581558064   0.559993848   0.619477014   1.081820090
0.000114976   0.219869059   1.577997340   0.559991280   0.619477014   1.081820090
0.000151991   0.219843297   1.573759702   0.559987640   0.619477014   1.081820090
0.000200923   0.219812471   1.568720919   0.559982480   0.619477014   1.081820090
0.000265609   0.219775589   1.562735827   0.559975166   0.619477014   1.081820090
0.000351119   0.219731462   1.555635581   0.559964799   0.619477014   1.081820090
0.000464159   0.219678673   1.547224890   0.559950106   0.619477014   1.081820090
0.000613591   0.219615528   1.537279400   0.559929280   0.619477014   1.081820090
0.000811131   0.219540004   1.525543491   0.559899763   0.619477014   1.081820090
0.001072267   0.219449686   1.511728863   0.559857932   0.619477014   1.081820090
0.001417474   0.219341696   1.495514392   0.559798652   0.619477014   1.081820090
0.001873817   0.219212602   1.476547934   0.559714653   0.619477014   1.081820090
0.002477076   0.219058316   1.454450853   0.559595648   0.619477014   1.081820090
0.003274549   0.218873977   1.428826216   0.559427081   0.619477014   1.081820090
0.004328761   0.218653807   1.399271641   0.559188382   0.619477014   1.081820090
0.005722368   0.218390949   1.365397714   0.558850517   0.619477014   1.081820090
0.007564633   0.218077282   1.326852580   0.558372571   0.619477014   1.081820090
