Variables=s, CYa, CYb, CYc, Cassa, Cassb
0.010000000   0.217703205   1.283352741   0.557697033   0.619477014   1.081820090
0.013219411   0.217257397   1.234719091   0.556743348   0.619477014   1.081820090
0.017475284   0.216726548   1.180915919   0.555399246   0.619477014   1.081820090
0.023101297   0.216095064   1.122088978   0.553509356   0.619477014   1.081820090
0.030538555   0.215344758   1.058597261   0.550860819   0.619477014   1.081820090
0.040370173   0.214454525   0.991032075   0.547166189   0.619477014   1.081820090
0.053366992   0.213400032   0.920217146   0.542045210   0.619477014   1.081820090
0.070548023   0.212153436   0.847185107   0.535009578   0.619477014   1.081820090
0.093260335   0.210683178   0.773129029   0.525458855   0.619477014   1.081820090
0.123284674   0.208953894   0.699332137   0.512701092   0.619477014   1.081820090
0.162975083   0.206926518   0.627083461   0.496016196   0.619477014   1.081820090
0.215443469   0.204558653   0.557590518   0.474778037   0.619477014   1.081820090
0.284803587   0.201805315   0.491901186   0.448634232   0.619477014   1.081820090
0.376493581   0.198620145   0.430845110   0.417705755   0.619477014   1.081820090
0.497702356   0.194957205   0.375000969   0.382725467   0.619477014   1.081820090
0.657933225   0.190773418   0.324690839   0.345023045   0.511760412   0.863075611
0.869749003   0.186031680   0.279998293   0.306318622   0.424970002   0.690002138
1.149756995   0.180704566   0.240803722   0.268389553   0.356036692   0.555203144
1.519911083   0.174778420   0.206829198   0.232746083   0.301038788   0.449862144
2.009233003   0.168257476   0.177685726   0.200432896   0.256954033   0.367244050
2.656087783   0.161167483   0.152917362   0.171990047   0.221447809   0.302196829
3.511191734   0.153558214   0.132038727   0.147531258   0.192711975   0.250773425
4.641588834   0.145504233   0.114564335   0.126872120   0.169342132   0.209944780
6.135907273   0.137103420   0.100029677   0.109655744   0.150244064   0.177381901
8.111308308   0.128473048   0.088004880   0.095450354   0.134562348   0.151290266
10.722672220   0.119743624   0.078102312   0.083814016   0.121625801   0.130283928
14.174741629   0.111051108   0.069979558   0.074331895   0.110905751   0.113289716
18.738174229   0.102528489   0.063339127   0.066634158   0.101984057   0.099474286
24.770763560   0.094297797   0.057926034   0.060401752   0.094528565   0.088188521
32.745491629   0.086463548   0.053524137   0.055365360   0.088274232   0.078925100
43.287612811   0.079108313   0.049951890   0.051300971   0.083008574   0.071286092
57.223676594   0.072290662   0.047057955   0.048024140   0.078560429   0.064958154
75.646332755   0.066045358   0.044716962   0.045384054   0.074791252   0.059693541
100.000000000   0.060385361   0.042825595   0.043258004   0.071588354   0.055295522
132.194114847   0.055305051   0.041299082   0.041546485   0.068859626   0.051607175
174.752840001   0.050784059   0.040068115   0.040169004   0.066529430   0.048502741
231.012970008   0.046791202   0.039076200   0.039060553   0.064535356   0.045880959
305.385550883   0.043288129   0.038277406   0.038168696   0.062825683   0.043659894
403.701725860   0.040232469   0.037634464   0.037451170   0.061357358   0.041772930
533.669923121   0.037580363   0.037117191   0.036873933   0.060094401   0.040165636
705.480231072   0.035288388   0.036701173   0.036409576   0.059006624   0.038793333
932.603346883   0.033314919   0.036366692   0.036036036   0.058068610   0.037619168
1232.846739442   0.031621023   0.036097836   0.035735557   0.057258884   0.036612610
1629.750834621   0.030170972   0.035881775   0.035493853   0.056559248   0.035748256
2154.434690032   0.028932472   0.035708172   0.035299430   0.055954237   0.035004880
2848.035868436   0.027876683   0.035568706   0.035143039   0.055430675   0.034364681
3764.935806792   0.026978106   0.035456677   0.035017242   0.054977309   0.033812672
4977.023564332   0.026214374   0.035366697   0.034916054   0.054584507   0.033336197
6579.332246576   0.025565996   0.035294434   0.034834661   0.054244014   0.032924533
8697.490026178   0.025016078   0.035236402   0.034769191   0.053948736   0.032568568
11497.569953977   0.024550049   0.035189802   0.034716528   0.053692574   0.032260541
15199.110829529   0.024155378   0.035152384   0.034674169   0.053470273   0.031993825
20092.330025650   0.023821330   0.035122340   0.034640096   0.053277302   0.031762749
26560.877829467   0.023538729   0.035098218   0.034612688   0.053109749   0.031562451
35111.917342151   0.023299746   0.035078851   0.034590643   0.052964234   0.031388758
46415.888336128   0.023097717   0.035063302   0.034572910   0.052837836   0.031238079
61359.072734132   0.022926976   0.035050819   0.034558647   0.052728023   0.031107320
81113.083078969   0.022782711   0.035040797   0.034547173   0.052632607   0.030993815
107226.722201032   0.022660841   0.035032751   0.034537945   0.052549689   0.030895264
141747.416292680   0.022557905   0.035026292   0.034530522   0.052477624   0.030809676
187381.742286038   0.022470975   0.035021106   0.034524551   0.052414986   0.030735333
247707.635599171   0.022397569   0.035016943   0.034519748   0.052360537   0.030670746
327454.916287773   0.022335591   0.035013602   0.034515884   0.052313203   0.030614627
432876.128108306   0.022283264   0.035010919   0.034512777   0.052272052   0.030565860
572236.765935022   0.022239089   0.035008765   0.034510277   0.052236274   0.030523475
756463.327554629   0.022201798   0.035007036   0.034508267   0.052205166   0.030486636
1000000.000000000   0.022170320   0.035005649   0.034506649   0.052178118   0.030454613
