-9.830E1 5.5559E1 6.9397E1 
2.9212E1 3.9399E1 -7.114E1 
-3.338E1 6.155033 6.4566E1 
-4.555E1 2.5276E1 2.1829E1 
2.1293E1 2.1681E1 2.4240E1 
2.5113E1 2.4782E1 2.3499E1 
2.2624E1 2.0994E1 2.1269E1 
2.0996E1 2.1122E1 2.1252E1 
2.0711E1 2.1211E1 2.0994E1 
2.0513E1 2.0848E1 2.4128E1 
